n_steps,audit_probability,return_fidelity,expected_score,classical_memory_bound,collective_classical_record_bound,raw_margin_above_classical,systematic_per_branch,null_slack,adjusted_margin,alpha,beta,planned_audit_trials,planned_return_trials,planned_total_trials,planning_feasible
141,0.8751452108814273,0.6513889734900828,0.7632670921857551,0.75,0.8535533905932737,0.013267092185755058,0.005,0.005,0.0032670921857550494,0.01,0.1,314329,314329,628658,True
142,0.8743949204596644,0.6494348065696126,0.7619148635146384,0.75,0.8535533905932737,0.01191486351463844,0.005,0.005,0.0019148635146384319,0.01,0.1,915022,915022,1830044,True
143,0.8736461306187451,0.6474865021499038,0.7605663163843244,0.75,0.8535533905932737,0.01056631638432437,0.005,0.005,0.0005663163843243613,0.01,0.1,10461376,10461377,20922753,True
144,0.8728988383575076,0.6455440426434541,0.7592214405004809,0.75,0.8535533905932737,0.009221440500480904,0.005,0.005,-0.0007785594995191047,0.01,0.1,0,0,0,False
145,0.8721530406807926,0.6436074105155237,0.7578802255981582,0.75,0.8535533905932737,0.007880225598158153,0.005,0.005,-0.0021197744018418563,0.01,0.1,0,0,0,False
146,0.871408734599431,0.6416765882839771,0.7565426614417041,0.75,0.8535533905932737,0.006542661441704123,0.005,0.005,-0.003457338558295886,0.01,0.1,0,0,0,False
147,0.8706659171302321,0.6397515585191252,0.7552087378246787,0.75,0.8535533905932737,0.0052087378246786775,0.005,0.005,-0.004791262175321331,0.01,0.1,0,0,0,False
148,0.8699245852959717,0.6378323038435678,0.7538784445697697,0.75,0.8535533905932737,0.0038784445697697123,0.005,0.005,-0.006121555430230297,0.01,0.1,0,0,0,False
149,0.8691847361253797,0.6359188069320371,0.7525517715287084,0.75,0.8535533905932737,0.0025517715287084464,0.005,0.005,-0.0074482284712915625,0.01,0.1,0,0,0,False
150,0.868446366653129,0.634011050511241,0.7512287085821849,0.75,0.8535533905932737,0.0012287085821849342,0.005,0.005,-0.008771291417815075,0.01,0.1,0,0,0,False
151,0.8677094739198228,0.6321090173597073,0.749909245639765,0.75,0.8535533905932737,-9.075436023497918e-05,0.005,0.005,-0.010090754360234988,0.01,0.1,0,0,0,False
152,0.8669740549719831,0.6302126903076282,0.7485933726398056,0.75,0.8535533905932737,-0.001406627360194368,0.005,0.005,-0.011406627360194377,0.01,0.1,0,0,0,False
153,0.8662401068620391,0.6283220522367053,0.7472810795493723,0.75,0.8535533905932737,-0.0027189204506277154,0.005,0.005,-0.012718920450627724,0.01,0.1,0,0,0,False
154,0.865507626648315,0.6264370860799952,0.7459723563641552,0.75,0.8535533905932737,-0.004027643635844846,0.005,0.005,-0.014027643635844855,0.01,0.1,0,0,0,False
