n_steps,audit_weight,streaming_classical_memory_bound,exposed_audit_probability,exposed_return_fidelity,optimal_local_strength,optimal_strategy,collective_classical_record_bound,coherent_memory_algebraic_score
1,0.0,1.0,0.5,1.0,0.0,one_slot,1.0,1.0
1,0.01,0.995025251881154,0.5050502474176817,0.999974494350482,0.010100494835363273,one_slot,0.995025251881154,1.0
1,0.02,0.9901020301937138,0.5102019573312596,0.9998959092317231,0.020403914662519312,one_slot,0.9901020301937138,1.0
1,0.03,0.9852319033204638,0.5154565269692227,0.9997610386715332,0.030913053938445352,one_slot,0.9852319033204638,1.0
1,0.04,0.9804164859785724,0.5208152723560907,0.9995665365461759,0.04163054471218133,one_slot,0.9804164859785726,1.0
1,0.05,0.9756574397610112,0.5262794165613819,0.9993089146662548,0.052558833122763673,one_slot,0.9756574397610112,1.0
1,0.06,0.9709564735726646,0.531850077112669,0.9989845414318133,0.06370015422533787,one_slot,0.9709564735726647,1.0
1,0.07,0.9663153439465615,0.5375282525595071,0.9985896411477377,0.07505650511901428,one_slot,0.9663153439465615,1.0
1,0.08,0.9617358552246079,0.543314808182421,0.9981202940978415,0.086629616364842,one_slot,0.9617358552246078,1.0
1,0.09,0.9572198595861733,0.5492104608499828,0.9975724374831592,0.09842092169996554,one_slot,0.9572198595861733,1.0
1,0.1,0.9527692569068709,0.5552157630374233,0.9969418673368095,0.11043152607484655,one_slot,0.9527692569068709,1.0
1,0.11,0.9483859944289071,0.5613310860323051,0.9962242415341052,0.12266217206461028,one_slot,0.9483859944289073,1.0
1,0.12,0.9440720662234904,0.5675566023666567,0.9954150840221495,0.1351132047333135,one_slot,0.9440720662234903,1.0
1,0.13,0.9398295124249849,0.5738922675306901,0.9945097903976956,0.1477845350613803,one_slot,0.9398295124249849,1.0
1,0.14,0.9356604182158393,0.5803378010408555,0.9935036349652553,0.16067560208171103,one_slot,0.9356604182158392,1.0
1,0.15,0.9315669125408017,0.5868926669545238,0.9923917794089684,0.17378533390904768,one_slot,0.9315669125408017,1.0
1,0.16,0.927551166528639,0.5935560539449976,0.9911692832112373,0.18711210788999522,one_slot,0.9275511665286389,1.0
1,0.17,0.9236153915995027,0.600326855073719,0.9898311159481572,0.20065371014743788,one_slot,0.9236153915995027,1.0
1,0.18,0.9197618372363072,0.6072036474213043,0.9883721715859419,0.21440729484260862,one_slot,0.9197618372363072,1.0
1,0.19,0.9159927883990299,0.6141846717651194,0.9867872848934038,0.22836934353023883,one_slot,0.9159927883990299,1.0
1,0.2,0.9123105625617661,0.6212678125181664,0.9850712500726659,0.24253562503633294,one_slot,0.9123105625617661,1.0
1,0.21,0.9087175063537162,0.6284505781716259,0.9832188416932591,0.25690115634325167,one_slot,0.9087175063537162,1.0
1,0.22,0.9052159917870962,0.6357300825109031,0.9812248379932019,0.2714601650218062,one_slot,0.9052159917870962,1.0
1,0.23,0.9018084120572889,0.6431030269017907,0.9790840465842559,0.2862060538035814,one_slot,0.9018084120572888,1.0
1,0.24,0.8984971769034256,0.6505656839685486,0.9767913325670708,0.3011313679370973,one_slot,0.8984971769034256,1.0
1,0.25,0.8952847075210474,0.658113883008419,0.9743416490252569,0.31622776601683794,one_slot,0.8952847075210475,1.0
1,0.26,0.8921734310225515,0.66574299750628,0.9717300698255659,0.3314859950125599,one_slot,0.8921734310225515,1.0
1,0.27,0.8891657744458009,0.6734479351277092,0.9689518246045472,0.34689587025541846,one_slot,0.8891657744458009,1.0
1,0.28,0.8862641583165594,0.6812231305774743,0.966002335770648,0.3624462611549485,one_slot,0.8862641583165594,1.0
1,0.29,0.8834709897762801,0.6890625417122089,0.962877257295408,0.37812508342441775,one_slot,0.8834709897762802,1.0
1,0.3,0.8807886552931954,0.6969596492895839,0.959572515009029,0.3939192985791677,one_slot,0.8807886552931954,1.0
1,0.31,0.8782195129815489,0.7049074607205176,0.9560843480553456,0.40981492144103515,one_slot,0.8782195129815489,1.0
1,0.32,0.8757658845611187,0.7128985181649398,0.9524093511004971,0.4257970363298796,one_slot,0.8757658845611187,1.0
1,0.33,0.8734300469967569,0.7209249112745245,0.9485445168300951,0.441849822549049,one_slot,0.8734300469967569,1.0
1,0.34,0.8712142238654117,0.7289782948371553,0.9444872782133014,0.4579565896743106,one_slot,0.8712142238654117,1.0
1,0.35000000000000003,0.869120576505835,0.7370499115175088,0.9402355499610876,0.4740998230350176,one_slot,0.869120576505835,1.0
1,0.36,0.8671511950137164,0.7451306198162795,0.9357877685622746,0.4902612396325589,one_slot,0.8671511950137164,1.0
1,0.37,0.8653080891521566,0.7532109272879317,0.9311429302470189,0.5064218545758634,one_slot,0.8653080891521566,1.0
1,0.38,0.8635931792539568,0.7612810289646437,0.9263006262054714,0.5225620579292874,one_slot,0.8635931792539568,1.0
1,0.39,0.8620082871979591,0.7693308508340405,0.921261074381448,0.538661701668081,one_slot,0.8620082871979591,1.0
1,0.4,0.860555127546399,0.7773500981126146,0.9160251471689218,0.5547001962252291,one_slot,0.860555127546399,1.0
1,0.41000000000000003,0.8592352989337211,0.7853283079481319,0.9105943943643848,0.5706566158962638,one_slot,0.8592352989337211,1.0
1,0.42,0.8580502757993631,0.7932549060759214,0.9049710607715106,0.5865098121518428,one_slot,0.8580502757993631,1.0
1,0.43,0.8570014005574769,0.801119266849186,0.8991580979163629,0.602238533698372,one_slot,0.8570014005574769,1.0
1,0.44,0.8560898762952971,0.8089107759659517,0.8931591694112113,0.6178215519319035,one_slot,0.8560898762952971,1.0
1,0.45,0.8553167600887974,0.8166188951286313,0.8869786496016605,0.6332377902572626,one_slot,0.8553167600887974,1.0
1,0.46,0.8546829570193641,0.8242332277998955,0.8806216152433557,0.648466455599791,one_slot,0.854682957019364,1.0
1,0.47000000000000003,0.8541892149684968,0.8317435851637973,0.8740938300783245,0.6634871703275945,one_slot,0.8541892149684968,1.0
1,0.48,0.8538361202590827,0.8391400513665328,0.867401722313744,0.6782801027330657,one_slot,0.8538361202590827,1.0
1,0.49,0.8536240942017386,0.8464130470988642,0.8605523551437158,0.6928260941977283,one_slot,0.8536240942017385,1.0
1,0.5,0.8535533905932737,0.8535533905932737,0.8535533905932737,0.7071067811865475,one_slot,0.8535533905932737,1.0
1,0.51,0.8536240942017386,0.8605523551437158,0.8464130470988642,0.7211047102874315,one_slot,0.8536240942017385,1.0
1,0.52,0.8538361202590827,0.867401722313744,0.8391400513665328,0.7348034446274879,one_slot,0.8538361202590827,1.0
1,0.53,0.8541892149684966,0.8740938300783245,0.8317435851637973,0.7481876601566492,one_slot,0.8541892149684968,1.0
1,0.54,0.854682957019364,0.8806216152433557,0.8242332277998955,0.7612432304867113,one_slot,0.8546829570193639,1.0
1,0.55,0.8553167600887974,0.8869786496016605,0.8166188951286313,0.7739572992033211,one_slot,0.8553167600887974,1.0
1,0.56,0.8560898762952971,0.8931591694112113,0.8089107759659517,0.7863183388224227,one_slot,0.8560898762952971,1.0
1,0.5700000000000001,0.8570014005574769,0.8991580979163629,0.801119266849186,0.7983161958327257,one_slot,0.8570014005574769,1.0
1,0.58,0.8580502757993631,0.9049710607715105,0.7932549060759215,0.809942121543021,one_slot,0.8580502757993631,1.0
1,0.59,0.8592352989337211,0.9105943943643848,0.7853283079481319,0.8211887887287698,one_slot,0.8592352989337211,1.0
1,0.6,0.860555127546399,0.9160251471689218,0.7773500981126147,0.8320502943378436,one_slot,0.860555127546399,1.0
1,0.61,0.8620082871979591,0.921261074381448,0.7693308508340404,0.842522148762896,one_slot,0.8620082871979591,1.0
1,0.62,0.8635931792539568,0.9263006262054714,0.7612810289646437,0.8526012524109428,one_slot,0.8635931792539568,1.0
1,0.63,0.8653080891521566,0.9311429302470189,0.7532109272879317,0.8622858604940377,one_slot,0.8653080891521566,1.0
1,0.64,0.8671511950137164,0.9357877685622746,0.7451306198162795,0.8715755371245493,one_slot,0.8671511950137164,1.0
1,0.65,0.8691205765058351,0.9402355499610877,0.7370499115175086,0.8804710999221753,one_slot,0.869120576505835,1.0
1,0.66,0.8712142238654117,0.9444872782133014,0.7289782948371553,0.8889745564266028,one_slot,0.8712142238654117,1.0
1,0.67,0.8734300469967569,0.9485445168300951,0.7209249112745245,0.8970890336601902,one_slot,0.8734300469967569,1.0
1,0.68,0.8757658845611187,0.952409351100497,0.7128985181649399,0.904818702200994,one_slot,0.8757658845611187,1.0
1,0.6900000000000001,0.8782195129815489,0.9560843480553456,0.7049074607205176,0.9121686961106911,one_slot,0.8782195129815489,1.0
1,0.7000000000000001,0.8807886552931954,0.959572515009029,0.6969596492895838,0.9191450300180579,one_slot,0.8807886552931954,1.0
1,0.71,0.8834709897762802,0.9628772572954079,0.689062541712209,0.9257545145908157,one_slot,0.8834709897762802,1.0
1,0.72,0.8862641583165594,0.966002335770648,0.6812231305774742,0.932004671541296,one_slot,0.8862641583165594,1.0
1,0.73,0.8891657744458009,0.9689518246045472,0.6734479351277092,0.9379036492090943,one_slot,0.8891657744458009,1.0
1,0.74,0.8921734310225515,0.971730069825566,0.6657429975062799,0.9434601396511318,one_slot,0.8921734310225515,1.0
1,0.75,0.8952847075210474,0.9743416490252569,0.658113883008419,0.9486832980505138,one_slot,0.8952847075210475,1.0
1,0.76,0.8984971769034255,0.9767913325670707,0.6505656839685487,0.9535826651341416,one_slot,0.8984971769034256,1.0
1,0.77,0.9018084120572888,0.9790840465842559,0.6431030269017904,0.9581680931685117,one_slot,0.9018084120572888,1.0
1,0.78,0.9052159917870961,0.9812248379932018,0.6357300825109032,0.9624496759864037,one_slot,0.9052159917870962,1.0
1,0.79,0.9087175063537162,0.9832188416932591,0.628450578171626,0.9664376833865183,one_slot,0.9087175063537162,1.0
1,0.8,0.9123105625617661,0.9850712500726659,0.6212678125181668,0.9701425001453318,one_slot,0.9123105625617661,1.0
1,0.81,0.9159927883990298,0.9867872848934038,0.6141846717651195,0.9735745697868077,one_slot,0.9159927883990299,1.0
1,0.8200000000000001,0.9197618372363072,0.9883721715859419,0.6072036474213045,0.9767443431718837,one_slot,0.9197618372363072,1.0
1,0.8300000000000001,0.9236153915995027,0.9898311159481572,0.6003268550737189,0.9796622318963144,one_slot,0.9236153915995027,1.0
1,0.84,0.927551166528639,0.9911692832112374,0.5935560539449973,0.9823385664224749,one_slot,0.9275511665286389,1.0
1,0.85,0.9315669125408017,0.9923917794089684,0.5868926669545238,0.9847835588179368,one_slot,0.9315669125408017,1.0
1,0.86,0.9356604182158393,0.9935036349652553,0.5803378010408553,0.9870072699305106,one_slot,0.9356604182158392,1.0
1,0.87,0.9398295124249849,0.9945097903976956,0.5738922675306903,0.9890195807953913,one_slot,0.9398295124249849,1.0
1,0.88,0.9440720662234903,0.9954150840221495,0.5675566023666565,0.990830168044299,one_slot,0.9440720662234903,1.0
1,0.89,0.9483859944289071,0.9962242415341052,0.561331086032305,0.9924484830682104,one_slot,0.9483859944289073,1.0
1,0.9,0.9527692569068709,0.9969418673368095,0.5552157630374233,0.9938837346736189,one_slot,0.9527692569068709,1.0
1,0.91,0.9572198595861733,0.9975724374831592,0.5492104608499827,0.9951448749663183,one_slot,0.9572198595861733,1.0
1,0.92,0.9617358552246078,0.9981202940978415,0.5433148081824203,0.9962405881956831,one_slot,0.9617358552246078,1.0
1,0.93,0.9663153439465616,0.9985896411477377,0.5375282525595073,0.9971792822954754,one_slot,0.9663153439465616,1.0
1,0.9400000000000001,0.9709564735726647,0.9989845414318133,0.5318500771126695,0.9979690828636266,one_slot,0.9709564735726648,1.0
1,0.9500000000000001,0.9756574397610113,0.9993089146662548,0.5262794165613816,0.9986178293325098,one_slot,0.9756574397610112,1.0
1,0.96,0.9804164859785726,0.9995665365461759,0.5208152723560913,0.9991330730923519,one_slot,0.9804164859785726,1.0
1,0.97,0.9852319033204638,0.9997610386715332,0.5154565269692224,0.9995220773430664,one_slot,0.9852319033204638,1.0
1,0.98,0.9901020301937139,0.9998959092317232,0.5102019573312571,0.9997918184634463,one_slot,0.9901020301937138,1.0
1,0.99,0.995025251881154,0.999974494350482,0.5050502474176841,0.999948988700964,one_slot,0.995025251881154,1.0
1,1.0,1.0,1.0,0.5,1.0,one_slot,1.0,1.0
2,0.0,1.0,0.5,1.0,0.0,no_record,1.0,1.0
2,0.01,0.995,0.5,1.0,0.0,no_record,0.995025251881154,1.0
2,0.02,0.99,0.5,1.0,0.0,no_record,0.9901020301937138,1.0
2,0.03,0.985,0.5,1.0,0.0,no_record,0.9852319033204638,1.0
2,0.04,0.98,0.5,1.0,0.0,no_record,0.9804164859785726,1.0
